t_Android,t_unix,x,y,z,a
85040835334114,1701122000604,1.7976238,-3.274543,-1.7114917,3
85040855384114,1701122000604,1.7976238,-3.274543,-1.7114917,3
85040875434114,1701122000644,1.7976238,-3.274543,-1.7114917,3
85040895484114,1701122000644,1.7976238,-3.274543,-1.7114917,3
85040915534114,1701122000684,1.7976238,-3.274543,-1.7114917,3
85040935584114,1701122000684,1.7976238,-3.274543,-1.7114917,3
85040955634114,1701122000724,1.7976238,-3.274543,-1.7114917,3
85040975684114,1701122000724,1.7976238,-3.274543,-1.7114917,3
85040995734114,1701122000764,1.7976238,-3.274543,-1.7114917,3
85041015784114,1701122000764,1.7976238,-3.274543,-1.7114917,3
85041035834114,1701122000804,1.7976238,-3.274543,-1.7114917,3
85041055884114,1701122000804,1.7976238,-3.274543,-1.7114917,3
85041075934114,1701122000844,1.7976238,-3.274543,-1.7114917,3
85041095984114,1701122000844,1.7976238,-3.274543,-1.7114917,3
85041116034114,1701122000884,1.7976238,-3.274543,-1.7114917,3
85041136084614,1701122000884,1.7976238,-3.274543,-1.7114917,3
85041156135114,1701122000928,1.7976238,-3.274543,-1.7114917,3
85041176185114,1701122000928,1.7976238,-3.274543,-1.7114917,3
85041196235114,1701122000965,1.7976238,-3.274543,-1.7114917,3
85041216285114,1701122000965,1.7976238,-3.274543,-1.7114917,3
85041236335114,1701122001006,1.7976238,-3.274543,-1.7114917,3
85041256385114,1701122001006,1.7976238,-3.274543,-1.7114917,3
85041276435114,1701122001045,1.7976238,-3.274543,-1.7114917,3
85041296485114,1701122001045,1.7976238,-3.274543,-1.7114917,3
85041316535114,1701122001085,1.7976238,-3.274543,-1.7114917,3
85041336585114,1701122001085,1.7976238,-3.274543,-1.7114917,3
85041356635114,1701122001127,1.7976238,-3.274543,-1.7114917,3
85041376685114,1701122001127,1.7976238,-3.274543,-1.7114917,3
85041396735114,1701122001166,1.7976238,-3.274543,-1.7114917,3
85041416785114,1701122001166,1.7976238,-3.274543,-1.7114917,3
85041436835114,1701122001205,1.7976238,-3.274543,-1.7114917,3
85041456900614,1701122001205,1.7976238,-3.274543,-1.7114917,3
85041476966114,1701122001246,1.7976238,-3.274543,-1.7114917,3
85041497016114,1701122001246,1.7976238,-3.274543,-1.7114917,3
85041517066114,1701122001285,1.7976238,-3.274543,-1.7114917,3
