time,seconds_elapsed,z,y,x
1701816357314708000,0.0167080078125,0.1207360029220581,-0.09457683563232422,0.08326346427202225
1701816357324660000,0.026659912109375,0.13127146661281586,-0.10458606481552124,0.105929896235466
1701816357334613000,0.036613037109375,0.13587048649787903,-0.10985299944877625,0.11970775574445724
1701816357344566000,0.04656591796875,0.13335619866847992,-0.11029668152332306,0.12651373445987701
1701816357354519000,0.05651904296875,0.13174204528331757,-0.10837068408727646,0.12517869472503662
1701816357364472000,0.06647216796875,0.12650734186172485,-0.12440184503793716,0.10618636012077332
1701816357374425000,0.076425048828125,0.1347799152135849,-0.14086124300956726,0.06994180381298065
1701816357384377000,0.086377197265625,0.14468954503536224,-0.14485172927379608,0.04631583392620087
1701816357394330000,0.096330078125,0.1352883130311966,-0.13947108387947083,0.039930637925863266
1701816357404283100,0.106283203125,0.12416988611221313,-0.12684662640094757,0.04314214363694191
1701816357414236200,0.116236083984375,0.11554257571697235,-0.10415809601545334,0.04761545732617378
1701816357424189200,0.126189208984375,0.10321640223264694,-0.08269701153039932,0.050212569534778595
1701816357434141200,0.13614111328125,0.0907197818160057,-0.06309214979410172,0.048631452023983
1701816357444094200,0.14609423828125,0.08022213727235794,-0.049067676067352295,0.04412085562944412
1701816357454047000,0.156046875,0.07430964708328247,-0.0400848351418972,0.028119519352912903
1701816357464000000,0.166,0.06647569686174393,-0.03597238287329674,0.007384679280221462
1701816357473953000,0.175953125,0.06126522272825241,-0.029800506308674812,-0.018515361472964287
1701816357483905500,0.185905517578125,0.05275722220540047,-0.01410703081637621,-0.04386119917035103
1701816357493857300,0.195857177734375,0.04598906263709068,0.0031321437563747168,-0.07799013704061508
1701816357503810300,0.205810302734375,0.035290878266096115,0.02779274806380272,-0.1091533824801445
1701816357513763300,0.215763427734375,0.02376977726817131,0.04330246523022652,-0.13829396665096283
1701816357523716400,0.22571630859375,0.009953830391168594,0.03765443339943886,-0.15794382989406586
1701816357533669400,0.23566943359375,-0.0028764803428202868,0.01792174205183983,-0.19110390543937683
1701816357543622400,0.245622314453125,-0.008539159782230854,-0.00011904330312972888,-0.22207461297512054
1701816357553574700,0.25557470703125,-0.02068929933011532,-0.018570488318800926,-0.24158918857574463
1701816357563527400,0.26552734375,-0.03382214531302452,-0.030961377546191216,-0.24085016548633575
1701816357573480400,0.27548046875,-0.0510123185813427,-0.045408494770526886,-0.2345925271511078
1701816357583433500,0.28543359375,-0.06604479998350143,-0.061827681958675385,-0.22442537546157837
1701816357593386500,0.295386474609375,-0.08267544209957123,-0.0709838941693306,-0.2098861187696457
1701816357603338500,0.30533837890625,-0.0982125848531723,-0.07280762493610382,-0.19351966679096222
1701816357613291500,0.31529150390625,-0.11116806417703629,-0.06899504363536835,-0.1791982501745224
1701816357623244500,0.32524462890625,-0.12395469844341278,-0.06341519206762314,-0.17081542313098907
1701816357633197600,0.335197509765625,-0.13014282286167145,-0.06545384228229523,-0.16025012731552124
1701816357643150300,0.345150390625,-0.13859356939792633,-0.07726415991783142,-0.14647333323955536
1701816357653103400,0.355103271484375,-0.1465228646993637,-0.09285643696784973,-0.1258213073015213
1701816357663055400,0.365055419921875,-0.16135241091251373,-0.11094462871551514,-0.10186697542667389
1701816357673008400,0.37500830078125,-0.17512840032577515,-0.12341754138469696,-0.07683006674051285
1701816357682961400,0.38496142578125,-0.19304348528385162,-0.12352912873029709,-0.05053720995783806
1701816357692914400,0.39491455078125,-0.2115950733423233,-0.11133983731269836,-0.02149384096264839
1701816357702867500,0.404867431640625,-0.22559477388858795,-0.0904657170176506,0.008335161954164505
1701816357712820500,0.414820556640625,-0.23020604252815247,-0.06789223104715347,0.044605549424886703
1701816357722772500,0.4247724609375,-0.22489622235298157,-0.05703692138195038,0.08880257606506348
1701816357732725500,0.4347255859375,-0.2093537598848343,-0.05603237450122833,0.13401000201702118
1701816357742678500,0.444678466796875,-0.1901659518480301,-0.05849207192659378,0.18054527044296265
1701816357752631600,0.454631591796875,-0.17323996126651764,-0.06125430390238762,0.21785429120063782
1701816357762584300,0.464584228515625,-0.16619296371936798,-0.06506714969873428,0.23989860713481903
1701816357772536600,0.47453662109375,-0.14866377413272858,-0.059912603348493576,0.23113387823104858
1701816357782489600,0.484489501953125,-0.14239682257175446,-0.043894488364458084,0.2044982761144638
1701816357792442600,0.494442626953125,-0.15010854601860046,-0.022246450185775757,0.17576037347316742
1701816357802395400,0.5043955078125,-0.15729054808616638,-0.007537544704973698,0.1484541893005371
1701816357812348400,0.514348388671875,-0.1541123390197754,0.010181797668337822,0.1192488968372345
1701816357822301400,0.524301513671875,-0.14165273308753967,0.02021019719541073,0.0838932991027832
1701816357832253400,0.53425341796875,-0.11437584459781647,0.02412504330277443,0.05950460582971573
1701816357842206500,0.54420654296875,-0.07116099447011948,0.024295486509799957,0.048461008816957474
1701816357852159500,0.554159423828125,-0.030071616172790527,0.01011095754802227,0.059792228043079376
1701816357862112500,0.564112548828125,0.005543369799852371,-0.016272712498903275,0.08218888193368912
1701816357872065500,0.5740654296875,0.048286307603120804,-0.033182453364133835,0.08771014213562012
1701816357882018600,0.5840185546875,0.06210891157388687,-0.028748290613293648,0.07483509182929993
1701816357891970300,0.59397021484375,0.05949581786990166,-0.027782095596194267,0.04556615278124809
1701816357901923300,0.60392333984375,0.0580100379884243,-0.021759090945124626,0.010368218645453453
1701816357911876400,0.61387646484375,0.06401333957910538,-0.01871163584291935,-0.020061325281858444
1701816357921829400,0.623829345703125,0.06940756738185883,-0.016225840896368027,-0.04484816640615463
1701816357931782400,0.633782470703125,0.07571925967931747,-0.01690175198018551,-0.05926172435283661
1701816357941734700,0.643734619140625,0.08411647379398346,-0.021739384159445763,-0.06102926656603813
1701816357951687400,0.6536875,0.0920441746711731,-0.03801742196083069,-0.05427149310708046
1701816357961640400,0.663640380859375,0.08975758403539658,-0.05735330283641815,-0.04356851428747177
1701816357971593500,0.673593505859375,0.08326373249292374,-0.07935208082199097,-0.029696909710764885
1701816357981546500,0.68354638671875,0.07351282984018326,-0.09743627160787582,-0.02677648700773716
1701816357991499500,0.69349951171875,0.06686291843652725,-0.10355355590581894,-0.03238989785313606
1701816358001451500,0.703451416015625,0.06022658944129944,-0.1140914186835289,-0.04751931503415108
1701816358011404500,0.713404541015625,0.05751815438270569,-0.10421721637248993,-0.06226737052202225
1701816358021357600,0.723357666015625,0.058221492916345596,-0.08700733631849289,-0.08016461133956909
1701816358031310600,0.733310546875,0.05812269076704979,-0.06958067417144775,-0.09136639535427094
1701816358041263400,0.743263427734375,0.05694850534200668,-0.053825948387384415,-0.09256135672330856
1701816358051216400,0.75321630859375,0.05445631593465805,-0.048349421471357346,-0.08449411392211914
1701816358061168400,0.76316845703125,0.04957127943634987,-0.05497616529464722,-0.07324198633432388
1701816358071121400,0.773121337890625,0.04307423159480095,-0.06546396017074585,-0.06360694020986557
1701816358081074400,0.783074462890625,0.03039199486374855,-0.07728573679924011,-0.05691548064351082
1701816358091027500,0.79302734375,0.011288873851299286,-0.08414310961961746,-0.05503928288817406
1701816358100980500,0.80298046875,-0.006079464219510555,-0.08646245300769806,-0.05729977414011955
1701816358110933500,0.81293359375,-0.017884723842144012,-0.08168474584817886,-0.05919434875249863
1701816358120885200,0.82288525390625,-0.027000725269317627,-0.074830561876297,-0.053529538214206696
1701816358130838300,0.83283837890625,-0.030597589910030365,-0.06902620196342468,-0.04092000424861908
1701816358140791300,0.842791259765625,-0.029034847393631935,-0.06226390600204468,-0.0295493695884943
1701816358150744300,0.852744384765625,-0.030473753809928894,-0.053947653621435165,-0.023090139031410217
1701816358160697300,0.862697265625,-0.03460458293557167,-0.05108528956770897,-0.018400579690933228
1701816358170649600,0.872649658203125,-0.041492849588394165,-0.04952707141637802,-0.020737236365675926
1701816358180602600,0.8826025390625,-0.04806632921099663,-0.051709000021219254,-0.023790551349520683
1701816358190555400,0.892555419921875,-0.05792774632573128,-0.044011134654283524,-0.020731642842292786
1701816358200508400,0.90250830078125,-0.06536968797445297,-0.042449988424777985,-0.010361294262111187
1701816358210461400,0.91246142578125,-0.07469687610864639,-0.026765568181872368,-0.004428037907928228
1701816358220414500,0.92241455078125,-0.07743433862924576,-0.016342753544449806,-0.005388373974710703
1701816358230366500,0.932366455078125,-0.08090124279260635,-0.0089391665533185,-0.007154049351811409
1701816358240319500,0.942319580078125,-0.08173241466283798,-0.004435494542121887,-0.00364746549166739
1701816358250272500,0.9522724609375,-0.07593950629234314,0.0015126754296943545,0.00011078749957960099
1701816358260225500,0.9622255859375,-0.06848212331533432,0.00905874278396368,0.003942010924220085
1701816358270178600,0.972178466796875,-0.06045402213931084,0.018490061163902283,0.004723649006336927
1701816358280131300,0.98213134765625,-0.04846180975437164,0.028444690629839897,0.0065537733025848866
1701816358290083300,0.992083251953125,-0.038414765149354935,0.031243938952684402,0.009126919321715832
1701816358300036400,1.002036376953125,-0.025016136467456818,0.03718971461057663,0.015146462246775627
1701816358309989400,1.0119892578125,-0.013084642589092255,0.03838547319173813,0.024051539599895477
1701816358319942400,1.0219423828125,-0.0061521683819592,0.037218742072582245,0.027939489111304283
1701816358329895400,1.0318955078125,0.003480751533061266,0.037930604070425034,0.020740432664752007
1701816358339847700,1.04184765625,0.015115835703909397,0.02996056154370308,0.01353604905307293
1701816358349800400,1.051800537109375,0.033182188868522644,0.02371891215443611,0.010627610608935356
1701816358359753500,1.06175341796875,0.050097521394491196,0.019686352461576462,0.009256615303456783
1701816358369706500,1.07170654296875,0.06793084740638733,0.02118651196360588,0.010694989003241062
1701816358379659500,1.081659423828125,0.08055636286735535,0.028792234137654305,0.010957309976220131
1701816358389612500,1.091612548828125,0.08876395970582962,0.033615484833717346,0.009154083207249641
1701816358399564500,1.101564453125,0.09517205506563187,0.03454972058534622,0.0027241474017500877
1701816358409517600,1.111517578125,0.1039666086435318,0.035221636295318604,0.0024700819049030542
1701816358419470600,1.121470703125,0.10970918834209442,0.035166241228580475,0.005620335228741169
1701816358429423400,1.13142333984375,0.11213905364274979,0.03062182478606701,0.008706938475370407
